record_id,date,year,season,region,product_id,category,product_name,color,fabric,price_tier,price_usd,discount_pct,historical_sales_units,search_volume_index,social_media_mentions,instagram_hashtag_count,tiktok_video_count,influencer_mentions,customer_rating,return_rate_pct,stock_availability_pct,repeat_purchase_rate_pct,website_click_through_rate,days_in_top_100,trending_score,is_trending,trending_label
4914,2024-05-10,2024,Winter,Asia Pacific,P104913,Accessories,Mini Bag,Chocolate Brown,Cotton,Premium,103.88,12.7,1195,43,1057,10024,2219,19,4.2,19.4,58.3,32.7,3.46,11,50.94,0,Not Trending
4915,2024-02-04,2024,Fall,North America,P104914,Activewear,Sports Bra,Burgundy,Knit,Budget,31.92,7.9,1445,41,5498,7216,746,11,4.9,14.3,49.4,24.5,2.9,0,57.02,0,Not Trending
4916,2025-06-09,2025,Spring,Middle East,P104915,Bottoms,Denim Shorts,White,Knit,Budget,24.93,7.3,2688,80,1829,6323,742,21,4.5,7.6,55.4,27.6,2.86,9,49.31,0,Not Trending
4917,2023-10-27,2023,Fall,Asia Pacific,P104916,Denim,Denim Vest,Charcoal,Polyester,Luxury,577.69,18.9,1041,57,3026,0,246,13,4.4,0.0,76.0,25.2,2.02,26,47.2,0,Not Trending
4918,2024-01-15,2024,Winter,Europe,P104917,Accessories,Oversized Sunglasses,Mocha Mousse,Polyester,Mid-Range,39.2,21.6,2488,30,3868,5000,2684,14,4.4,7.1,71.1,4.4,4.15,21,38.32,0,Not Trending
4919,2023-01-26,2023,Winter,Europe,P104918,Footwear,Ankle Boots,Cream,Knit,Budget,28.54,18.4,3339,65,0,9061,658,13,4.2,9.1,60.1,26.4,3.98,14,50.83,0,Not Trending
4920,2025-09-24,2025,Summer,North America,P104919,Bottoms,Denim Shorts,White,Wool,Premium,137.53,38.1,1794,74,2009,8370,1856,11,4.0,23.2,89.3,14.8,1.54,19,51.81,0,Not Trending
4921,2023-04-11,2023,Summer,Latin America,P104920,Accessories,Oversized Sunglasses,Charcoal,Linen,Budget,15.68,27.1,3372,44,4969,5902,26,23,3.6,8.5,90.2,29.3,1.52,7,65.64,1,Trending
4922,2024-12-04,2024,Fall,Latin America,P104921,Bottoms,Leggings,Hot Pink,Satin,Mid-Range,46.62,6.4,1511,0,585,13774,1758,12,4.7,8.9,46.3,4.9,4.4,9,54.0,0,Not Trending
4923,2023-03-24,2023,Spring,North America,P104922,Denim,Skinny Jeans,Cherry Red,Denim,Premium,179.31,0.0,441,63,2178,7412,1217,8,3.5,14.0,99.1,9.1,4.5,28,54.17,0,Not Trending
4924,2023-03-26,2023,Summer,Latin America,P104923,Dresses,Slip Dress,Butter Yellow,Cotton,Premium,187.85,1.0,1293,71,0,18900,0,15,4.0,24.9,87.1,14.6,3.57,0,39.34,0,Not Trending
4925,2023-11-10,2023,Spring,North America,P104924,Tops,Tank Top,Charcoal,Linen,Budget,21.11,14.4,1148,26,1945,7518,1396,12,5.0,16.1,73.8,18.5,3.85,8,51.42,0,Not Trending
4926,2025-08-20,2025,Winter,Europe,P104925,Activewear,Yoga Set,Hot Pink,Knit,Budget,23.95,25.3,1232,39,3057,0,1965,15,4.3,15.8,55.0,22.1,3.1,13,49.75,0,Not Trending
4927,2025-01-19,2025,Fall,Asia Pacific,P104926,Accessories,Mini Bag,Baby Blue,Satin,Luxury,439.58,18.1,739,75,4893,6454,777,20,4.7,8.2,69.6,6.7,4.27,42,57.97,0,Not Trending
4928,2023-09-20,2023,Winter,Middle East,P104927,Dresses,Wrap Dress,Burgundy,Knit,Budget,31.71,7.1,274,63,2541,13361,531,19,4.2,23.5,71.5,31.9,3.18,17,46.36,0,Not Trending
4929,2024-12-21,2024,Winter,North America,P104928,Activewear,Yoga Set,Burgundy,Satin,Mid-Range,55.94,9.4,1294,71,2394,11414,2150,13,4.4,11.6,99.2,29.5,4.86,22,64.62,1,Trending
4930,2024-09-25,2024,Summer,Latin America,P104929,Denim,Denim Vest,Mocha Mousse,Linen,Budget,13.69,35.8,0,61,1015,8852,0,14,4.8,8.3,55.5,17.4,5.74,21,49.0,0,Not Trending
4931,2023-03-31,2023,Spring,Middle East,P104930,Activewear,Sports Bra,Rust Orange,Satin,Mid-Range,48.19,26.5,1412,82,0,9184,0,16,4.7,4.0,59.3,18.7,4.88,47,45.27,0,Not Trending
4932,2023-10-22,2023,Summer,Asia Pacific,P104931,Outerwear,Cardigan,Hot Pink,Cotton,Budget,18.27,10.7,1738,22,2001,14752,747,16,3.8,16.7,47.9,25.7,2.36,27,47.68,0,Not Trending
4933,2024-02-03,2024,Spring,Europe,P104932,Bottoms,Mini Skirt,Beige,Knit,Mid-Range,44.96,0.0,2180,42,2577,15987,1786,14,4.1,9.9,80.8,15.5,3.0,22,45.3,0,Not Trending
4934,2024-10-29,2024,Spring,North America,P104933,Accessories,Belt Bag,Chocolate Brown,Satin,Mid-Range,77.1,0.0,2478,31,3199,0,2403,15,3.9,24.3,82.1,29.8,5.33,7,42.9,0,Not Trending
4935,2024-12-16,2024,Summer,North America,P104934,Denim,Flared Jeans,Burgundy,Wool,Mid-Range,79.47,13.5,1372,9,345,0,405,15,4.1,10.4,53.0,26.2,5.01,26,36.23,0,Not Trending
4936,2025-05-09,2025,Fall,Middle East,P104935,Denim,Denim Skirt,Charcoal,Silk,Premium,192.8,0.0,1849,45,5233,8878,490,13,3.9,10.4,100.0,9.4,4.77,7,52.28,0,Not Trending
4937,2025-10-02,2025,Summer,Latin America,P104936,Denim,Denim Vest,Butter Yellow,Polyester,Premium,112.06,31.0,1579,59,2897,5001,2542,12,3.4,14.5,82.8,21.6,6.73,0,64.23,1,Trending
4938,2023-12-16,2023,Spring,Asia Pacific,P104937,Tops,Tank Top,Beige,Knit,Budget,19.42,32.2,2322,28,1114,4432,820,29,4.1,19.6,36.0,4.1,5.31,18,62.89,1,Trending
4939,2024-06-16,2024,Winter,Middle East,P104938,Outerwear,Trench Coat,Mocha Mousse,Silk,Mid-Range,70.67,11.0,945,68,2997,5282,586,17,3.5,13.9,83.9,20.9,2.87,0,50.36,0,Not Trending
4940,2024-11-22,2024,Winter,Europe,P104939,Outerwear,Oversized Blazer,Burgundy,Wool,Premium,106.87,13.9,2055,58,0,5740,1787,10,3.5,14.2,79.6,10.6,5.88,32,46.08,0,Not Trending
4941,2024-07-06,2024,Fall,Asia Pacific,P104940,Bottoms,Wide-Leg Jeans,Hot Pink,Silk,Mid-Range,42.22,33.0,1736,91,822,0,3630,20,4.8,19.1,81.0,17.7,2.79,22,67.58,1,Trending
4942,2023-11-13,2023,Spring,Latin America,P104941,Footwear,Slides,Mocha Mousse,Denim,Mid-Range,85.31,13.3,1138,76,7038,19547,2146,17,4.2,6.8,100.0,12.4,5.35,12,88.81,1,Trending
4943,2025-07-17,2025,Fall,Europe,P104942,Dresses,Bodycon Dress,Beige,Cotton,Mid-Range,39.23,6.6,1899,48,2888,11624,653,11,4.2,4.0,88.0,23.4,1.47,26,45.19,0,Not Trending
4944,2025-11-16,2025,Winter,Europe,P104943,Bottoms,Wide-Leg Jeans,Butter Yellow,Linen,Budget,28.98,30.0,353,48,7786,24,1198,16,4.1,15.1,56.1,25.3,3.5,28,54.36,0,Not Trending
4945,2024-11-01,2024,Winter,Latin America,P104944,Footwear,Ankle Boots,Butter Yellow,Polyester,Budget,27.03,0.0,2132,55,5193,2230,2150,18,3.8,5.0,84.6,22.6,4.34,47,70.67,1,Trending
4946,2023-04-11,2023,Fall,North America,P104945,Outerwear,Cardigan,Beige,Satin,Premium,188.08,2.1,638,57,1198,19390,258,16,4.2,21.2,64.4,5.5,2.61,4,53.04,0,Not Trending
4947,2024-04-04,2024,Summer,Europe,P104946,Activewear,Track Jacket,Cream,Satin,Mid-Range,67.57,0.2,2551,8,0,13808,0,15,3.7,19.5,62.3,20.2,5.75,10,24.4,0,Not Trending
4948,2024-08-29,2024,Winter,Middle East,P104947,Outerwear,Cardigan,Burgundy,Polyester,Mid-Range,81.93,14.0,22,34,912,6661,404,8,5.0,1.6,53.0,5.8,2.02,32,27.66,0,Not Trending
4949,2023-11-23,2023,Winter,Latin America,P104948,Footwear,Ankle Boots,Burgundy,Cotton,Budget,18.56,15.6,1928,70,1349,8495,1336,13,3.5,8.1,65.5,17.3,2.13,6,61.6,1,Trending
4950,2024-07-03,2024,Summer,North America,P104949,Bottoms,Cargo Pants,Baby Blue,Linen,Mid-Range,64.84,0.0,1679,35,2070,6829,1607,20,4.1,9.6,34.7,34.2,3.42,17,29.93,0,Not Trending
4951,2023-08-09,2023,Fall,North America,P104950,Bottoms,Leggings,Butter Yellow,Silk,Budget,18.3,3.9,1675,93,4427,7271,632,19,4.2,16.0,91.9,12.7,2.13,29,52.54,0,Not Trending
4952,2024-05-17,2024,Summer,Latin America,P104951,Tops,Crop Top,Rust Orange,Linen,Luxury,447.25,26.9,721,43,5109,16477,0,23,3.6,13.9,66.9,29.6,3.87,38,60.58,0,Not Trending
4953,2023-01-14,2023,Winter,Europe,P104952,Footwear,Platform Heels,Hot Pink,Polyester,Budget,14.08,37.2,1118,100,5993,576,0,18,4.5,11.9,96.6,33.9,0.1,12,40.26,0,Not Trending
4954,2024-09-08,2024,Summer,North America,P104953,Bottoms,Wide-Leg Jeans,Charcoal,Cotton,Budget,29.27,14.5,0,100,4529,9836,771,18,4.3,10.9,72.8,16.1,3.31,23,63.69,1,Trending
4955,2023-05-16,2023,Fall,Middle East,P104954,Outerwear,Oversized Blazer,White,Silk,Mid-Range,89.72,26.3,1226,61,7180,2155,1654,20,3.6,3.7,67.8,35.5,3.31,15,61.21,1,Trending
4956,2025-04-02,2025,Summer,Asia Pacific,P104955,Activewear,Track Jacket,Black,Satin,Luxury,318.95,42.1,867,85,3742,7387,1170,15,3.6,27.0,94.7,24.0,3.63,14,56.04,0,Not Trending
4957,2024-11-22,2024,Summer,Latin America,P104956,Dresses,Slip Dress,Lavender,Satin,Premium,193.62,39.5,1610,59,5986,0,1387,22,4.7,5.3,64.6,10.6,3.81,27,51.36,0,Not Trending
4958,2023-12-18,2023,Fall,North America,P104957,Tops,Bodysuit,Charcoal,Wool,Budget,32.85,11.3,868,43,3928,8736,0,9,4.6,11.2,58.1,0.0,2.39,14,49.46,0,Not Trending
4959,2024-03-02,2024,Spring,Latin America,P104958,Tops,Bodysuit,White,Denim,Budget,30.74,0.0,1778,28,1822,3731,2248,13,4.5,21.6,73.0,42.6,4.95,18,45.27,0,Not Trending
4960,2024-10-19,2024,Summer,Asia Pacific,P104959,Outerwear,Trench Coat,Hot Pink,Denim,Premium,144.47,28.4,2506,72,0,12769,1857,16,3.8,1.3,45.1,0.0,3.08,5,53.56,0,Not Trending
4961,2025-07-27,2025,Summer,North America,P104960,Footwear,Slides,Rust Orange,Cotton,Mid-Range,53.39,15.9,1617,52,1407,4329,1564,16,4.8,12.0,59.0,23.9,4.37,45,44.42,0,Not Trending
4962,2024-09-03,2024,Summer,Europe,P104961,Outerwear,Trench Coat,Charcoal,Denim,Premium,115.35,32.5,793,24,2359,12583,0,11,3.8,6.6,62.5,21.3,4.81,10,46.7,0,Not Trending
4963,2024-10-25,2024,Fall,Latin America,P104962,Dresses,Maxi Dress,Chocolate Brown,Cotton,Mid-Range,47.37,0.0,1453,30,3757,8926,1663,11,4.5,5.1,58.3,11.4,4.8,6,54.41,0,Not Trending
4964,2025-05-04,2025,Winter,North America,P104963,Denim,Denim Vest,White,Satin,Mid-Range,43.05,36.2,1298,58,4494,12329,4260,17,3.7,9.0,97.4,26.3,3.46,20,79.63,1,Trending
4965,2023-02-08,2023,Spring,Asia Pacific,P104964,Tops,Corset Top,Mocha Mousse,Knit,Budget,23.15,0.0,612,100,5673,10803,2008,26,4.8,22.4,91.6,6.3,4.31,39,63.4,1,Trending
4966,2024-03-11,2024,Summer,Latin America,P104965,Bottoms,Wide-Leg Jeans,Mocha Mousse,Denim,Mid-Range,56.93,0.0,1119,41,4157,10718,356,18,4.1,8.7,92.7,17.9,5.8,11,58.24,0,Not Trending
4967,2025-04-28,2025,Fall,Asia Pacific,P104966,Outerwear,Denim Jacket,Sage Green,Silk,Mid-Range,41.88,1.6,377,75,4868,9056,3705,21,4.6,15.6,91.4,9.6,3.39,30,92.23,1,Trending
4968,2023-01-23,2023,Fall,Latin America,P104967,Denim,Baggy Jeans,Sage Green,Satin,Budget,26.02,0.0,1871,100,1835,10961,2489,11,3.5,20.5,33.5,2.7,2.2,17,63.62,1,Trending
4969,2024-01-01,2024,Spring,Europe,P104968,Outerwear,Denim Jacket,Beige,Silk,Mid-Range,48.24,18.3,708,89,2133,2949,1650,18,4.4,22.2,76.7,5.9,3.43,1,66.2,1,Trending
4970,2024-08-17,2024,Spring,Europe,P104969,Footwear,Ballet Flats,Butter Yellow,Polyester,Mid-Range,47.2,0.0,1946,53,2214,373,582,15,4.2,28.3,70.0,16.1,2.64,18,56.3,0,Not Trending
4971,2025-11-16,2025,Spring,Asia Pacific,P104970,Outerwear,Cardigan,Chocolate Brown,Satin,Budget,24.71,0.0,562,57,5359,5431,457,15,4.7,3.2,76.7,26.4,4.49,23,52.61,0,Not Trending
4972,2023-04-13,2023,Fall,North America,P104971,Denim,Denim Vest,Charcoal,Polyester,Premium,97.6,0.0,1222,64,1339,3380,1129,16,4.6,16.0,53.7,10.4,2.97,54,38.59,0,Not Trending
4973,2024-08-30,2024,Summer,North America,P104972,Denim,Skinny Jeans,Mocha Mousse,Wool,Mid-Range,82.42,26.2,1615,78,6583,10040,789,10,3.8,16.6,66.1,28.9,2.24,23,62.23,1,Trending
4974,2024-07-02,2024,Summer,North America,P104973,Tops,Tank Top,Charcoal,Polyester,Premium,113.68,20.0,594,54,1276,5064,1804,18,5.0,16.8,80.1,30.6,2.78,9,47.98,0,Not Trending
4975,2025-11-23,2025,Spring,Asia Pacific,P104974,Dresses,Shirt Dress,Black,Knit,Budget,11.35,25.9,1000,100,1830,5909,960,19,3.2,22.2,61.2,44.5,5.88,29,47.44,0,Not Trending
4976,2024-06-23,2024,Summer,Asia Pacific,P104975,Dresses,Wrap Dress,Rust Orange,Wool,Budget,19.93,26.7,1015,61,2161,7985,1407,15,4.3,16.5,49.5,14.7,2.51,49,54.09,0,Not Trending
4977,2024-08-17,2024,Spring,Latin America,P104976,Denim,Flared Jeans,Baby Blue,Silk,Budget,18.99,12.2,1958,27,3452,11408,1841,14,3.9,12.8,53.7,13.6,2.0,14,47.99,0,Not Trending
4978,2024-06-21,2024,Fall,Asia Pacific,P104977,Activewear,Bike Shorts,Cherry Red,Knit,Budget,29.48,25.4,1308,4,0,11687,1266,14,3.5,12.4,78.2,0.0,5.1,37,41.68,0,Not Trending
4979,2024-05-25,2024,Summer,Latin America,P104978,Outerwear,Cardigan,Hot Pink,Polyester,Budget,32.81,0.0,1086,37,3061,10917,1124,12,4.0,6.7,83.6,33.8,4.36,17,51.53,0,Not Trending
4980,2023-03-28,2023,Fall,Asia Pacific,P104979,Footwear,Slides,Lavender,Cotton,Budget,25.83,0.0,1094,31,0,10347,1667,13,3.3,3.9,100.0,1.5,2.23,27,39.85,0,Not Trending
4981,2023-10-08,2023,Summer,Latin America,P104980,Denim,Skinny Jeans,Cherry Red,Silk,Budget,21.79,0.0,1417,73,1384,13455,84,10,4.6,9.4,38.0,29.8,2.7,15,57.29,0,Not Trending
4982,2024-02-22,2024,Winter,Asia Pacific,P104981,Outerwear,Cardigan,Charcoal,Wool,Mid-Range,66.11,6.5,1585,48,3819,0,1350,18,4.3,8.2,65.2,21.8,3.14,0,54.16,0,Not Trending
4983,2024-04-08,2024,Spring,Middle East,P104982,Tops,Blouse,Baby Blue,Wool,Premium,163.56,8.7,0,23,5236,2586,1408,19,3.7,9.8,82.7,8.1,3.33,42,35.26,0,Not Trending
4984,2024-07-03,2024,Winter,Middle East,P104983,Activewear,Track Jacket,Mocha Mousse,Knit,Premium,193.64,29.4,957,56,2568,0,1037,15,4.5,12.7,100.0,8.7,3.16,62,33.59,0,Not Trending
4985,2025-07-20,2025,Summer,Latin America,P104984,Tops,Blouse,Hot Pink,Polyester,Luxury,247.07,0.0,2408,66,5550,17802,1440,14,4.7,13.8,59.4,16.7,5.64,23,67.35,1,Trending
4986,2024-02-03,2024,Spring,Europe,P104985,Accessories,Mini Bag,Cream,Polyester,Budget,21.98,24.9,1528,100,1779,6562,0,11,4.8,14.2,46.3,25.9,6.52,30,57.05,0,Not Trending
4987,2024-01-06,2024,Spring,Latin America,P104986,Denim,Skinny Jeans,Cherry Red,Knit,Luxury,484.01,14.7,809,48,4646,18936,741,13,4.4,13.5,83.3,18.2,6.06,0,44.79,0,Not Trending
4988,2025-02-06,2025,Fall,North America,P104987,Denim,Baggy Jeans,Lavender,Linen,Mid-Range,53.91,8.5,2545,86,1804,13311,717,18,3.3,9.6,100.0,23.9,4.38,0,64.54,1,Trending
4989,2023-08-13,2023,Winter,North America,P104988,Dresses,Slip Dress,Black,Polyester,Budget,22.44,26.5,872,62,2215,0,749,23,4.0,13.3,73.0,10.1,3.73,37,42.62,0,Not Trending
4990,2024-10-12,2024,Summer,Latin America,P104989,Tops,Bodysuit,Burgundy,Linen,Mid-Range,70.08,13.0,1287,0,2867,1012,1577,14,3.9,5.7,100.0,16.7,3.75,15,32.03,0,Not Trending
4991,2025-06-01,2025,Summer,Asia Pacific,P104990,Footwear,Chunky Sneakers,Burgundy,Cotton,Budget,11.27,16.8,2228,59,3505,6186,82,17,4.9,15.6,58.0,37.5,3.24,33,33.35,0,Not Trending
4992,2023-04-09,2023,Fall,Middle East,P104991,Tops,Corset Top,Sage Green,Wool,Luxury,594.04,13.7,669,22,4920,11308,183,14,4.4,7.5,73.4,21.1,4.86,0,37.91,0,Not Trending
4993,2025-03-06,2025,Spring,Europe,P104992,Footwear,Chunky Sneakers,Beige,Cotton,Mid-Range,68.68,11.0,2871,52,2672,2804,1804,16,3.2,4.2,51.3,26.8,3.13,34,71.54,1,Trending
4994,2025-01-31,2025,Summer,Latin America,P104993,Dresses,Shirt Dress,Butter Yellow,Denim,Budget,15.15,4.9,1770,38,4429,6298,1536,14,4.7,21.0,85.3,10.7,1.52,18,53.95,0,Not Trending
4995,2025-05-21,2025,Fall,Latin America,P104994,Outerwear,Trench Coat,Cherry Red,Satin,Budget,22.92,20.6,2408,34,0,9601,2081,13,3.6,16.5,80.8,20.0,2.91,5,41.61,0,Not Trending
4996,2025-01-15,2025,Winter,Latin America,P104995,Activewear,Bike Shorts,Sage Green,Knit,Budget,33.45,34.8,1264,65,7375,1191,1093,12,4.8,12.2,86.6,20.9,2.65,36,48.45,0,Not Trending
4997,2023-10-13,2023,Fall,North America,P104996,Tops,Bodysuit,Black,Cotton,Premium,153.68,25.5,1016,71,3418,570,1581,21,4.7,13.5,40.2,0.0,2.41,0,65.1,1,Trending
4998,2023-06-05,2023,Spring,Europe,P104997,Tops,Blouse,White,Cotton,Budget,29.06,16.5,302,80,3943,6515,2120,13,4.1,20.0,100.0,15.8,5.53,22,60.92,0,Not Trending
4999,2023-12-27,2023,Fall,Asia Pacific,P104998,Denim,Denim Skirt,Beige,Knit,Budget,30.17,11.7,1310,48,3671,10401,1349,18,3.6,15.0,97.9,7.0,3.84,31,49.93,0,Not Trending
5000,2024-03-16,2024,Summer,Asia Pacific,P104999,Activewear,Track Jacket,Rust Orange,Wool,Budget,13.19,0.0,2768,40,2607,1866,3007,15,4.7,0.0,57.2,40.4,4.01,10,72.18,1,Trending
5001,2023-11-26,2023,Fall,North America,P105000,Outerwear,Denim Jacket,Rust Orange,Satin,Mid-Range,89.81,19.9,2063,0,2559,5225,977,17,3.9,14.5,64.5,25.3,0.17,0,22.03,0,Not Trending
5002,2023-11-07,2023,Spring,Europe,P105001,Footwear,Chunky Sneakers,Rust Orange,Wool,Mid-Range,46.61,5.5,1340,66,1981,0,0,22,4.8,9.3,62.6,22.1,5.46,44,31.02,0,Not Trending
5003,2023-11-22,2023,Fall,Europe,P105002,Tops,Crop Top,Cream,Denim,Luxury,337.09,6.4,1888,86,2588,14922,588,13,4.5,10.4,70.1,3.1,4.35,29,77.48,1,Trending
5004,2024-07-07,2024,Winter,Europe,P105003,Activewear,Track Jacket,Mocha Mousse,Polyester,Luxury,514.01,0.0,2328,87,4504,5524,849,14,3.6,4.5,85.1,21.9,2.58,6,52.91,0,Not Trending
5005,2024-11-23,2024,Winter,Latin America,P105004,Dresses,Slip Dress,Burgundy,Knit,Luxury,369.25,4.4,1895,36,2142,5424,640,16,3.0,7.1,87.0,11.2,5.72,0,24.65,0,Not Trending
5006,2024-03-30,2024,Winter,Europe,P105005,Footwear,Platform Heels,Butter Yellow,Satin,Budget,12.08,11.7,1684,62,2541,15660,537,11,3.5,6.5,50.1,17.0,2.63,6,65.93,1,Trending
5007,2024-05-03,2024,Winter,Europe,P105006,Outerwear,Trench Coat,Black,Wool,Premium,122.7,9.8,2386,81,4727,12919,868,23,4.5,12.2,100.0,13.5,4.47,13,77.07,1,Trending
5008,2024-08-09,2024,Summer,Latin America,P105007,Tops,Blouse,Chocolate Brown,Satin,Luxury,454.06,3.7,1681,45,0,11677,727,14,3.7,14.2,58.7,21.0,5.3,22,46.46,0,Not Trending
5009,2023-02-03,2023,Winter,Middle East,P105008,Denim,Baggy Jeans,Charcoal,Wool,Mid-Range,36.25,27.5,1212,58,1717,5430,1180,12,3.6,6.5,66.3,22.9,6.89,19,49.83,0,Not Trending
5010,2024-03-15,2024,Summer,North America,P105009,Activewear,Bike Shorts,Black,Linen,Budget,22.77,22.1,1360,33,1500,3288,545,12,3.7,10.5,72.0,25.3,4.95,35,34.08,0,Not Trending
5011,2025-05-14,2025,Winter,Europe,P105010,Footwear,Chunky Sneakers,Sage Green,Silk,Mid-Range,64.83,11.8,62,73,2268,3751,2071,18,4.0,13.2,49.7,31.7,3.89,28,63.36,1,Trending
5012,2025-10-04,2025,Fall,Asia Pacific,P105011,Bottoms,Cargo Pants,Cream,Wool,Premium,117.77,23.4,757,25,4227,13356,2462,14,4.2,14.8,86.2,12.4,2.57,26,47.69,0,Not Trending
5013,2024-02-27,2024,Spring,Asia Pacific,P105012,Footwear,Slides,Sage Green,Satin,Mid-Range,42.86,25.1,1238,52,2194,4459,764,15,4.2,6.8,55.7,12.7,3.46,32,55.29,0,Not Trending
5014,2023-06-03,2023,Spring,Europe,P105013,Accessories,Mini Bag,Baby Blue,Linen,Budget,28.66,0.5,1890,70,6734,14903,590,16,3.6,10.3,94.0,29.1,3.25,36,67.56,1,Trending
5015,2024-06-24,2024,Fall,Europe,P105014,Accessories,Mini Bag,White,Linen,Luxury,436.26,0.0,936,24,3240,4959,1706,19,3.9,0.0,68.8,22.3,3.3,7,56.87,0,Not Trending
5016,2023-02-06,2023,Spring,North America,P105015,Bottoms,Mini Skirt,Hot Pink,Denim,Luxury,285.18,23.1,3134,75,5952,2357,1382,17,4.0,15.0,61.8,23.6,3.02,8,65.21,1,Trending
5017,2024-07-28,2024,Spring,Asia Pacific,P105016,Bottoms,Cargo Pants,Charcoal,Satin,Budget,17.55,10.2,1893,46,1130,6178,2777,14,4.6,6.8,78.6,17.1,2.83,17,43.98,0,Not Trending
5018,2025-10-09,2025,Fall,Latin America,P105017,Denim,Denim Vest,Sage Green,Cotton,Mid-Range,53.35,26.5,1111,7,2477,5360,325,23,3.5,14.0,78.8,39.9,1.42,24,17.58,0,Not Trending
5019,2025-01-10,2025,Fall,Europe,P105018,Dresses,Slip Dress,Black,Linen,Budget,20.66,21.5,1250,77,3519,6755,553,12,4.5,12.0,68.6,0.0,3.09,14,32.72,0,Not Trending
5020,2023-11-21,2023,Summer,Asia Pacific,P105019,Activewear,Track Jacket,Hot Pink,Knit,Mid-Range,62.96,11.5,1836,52,3775,8382,0,17,4.1,18.6,48.3,15.6,3.17,30,49.94,0,Not Trending
5021,2023-12-22,2023,Summer,Europe,P105020,Outerwear,Cardigan,Cherry Red,Satin,Premium,137.39,14.5,1538,34,2005,8666,1931,16,3.9,0.8,100.0,11.2,3.26,39,54.77,0,Not Trending
5022,2023-11-06,2023,Spring,North America,P105021,Bottoms,Wide-Leg Jeans,Rust Orange,Knit,Budget,28.3,24.7,0,49,7367,18032,923,10,4.2,10.8,66.1,16.9,3.94,16,46.62,0,Not Trending
5023,2023-05-24,2023,Spring,Middle East,P105022,Footwear,Chunky Sneakers,Sage Green,Silk,Luxury,558.26,19.1,1197,30,2320,10731,313,8,4.0,9.1,66.6,17.1,3.16,0,37.59,0,Not Trending
5024,2025-07-17,2025,Fall,Latin America,P105023,Accessories,Belt Bag,Charcoal,Denim,Premium,140.88,18.2,2689,61,506,12922,891,12,4.4,10.7,67.5,15.5,6.28,9,64.81,1,Trending
5025,2025-01-17,2025,Spring,Europe,P105024,Accessories,Statement Earrings,Charcoal,Denim,Mid-Range,51.57,26.9,1119,47,2392,0,108,14,4.7,21.4,100.0,23.1,5.74,12,47.92,0,Not Trending
5026,2025-08-19,2025,Summer,North America,P105025,Tops,Blouse,Beige,Knit,Budget,34.61,27.0,2204,43,2937,8342,2093,16,3.4,12.5,78.7,24.3,4.08,7,69.74,1,Trending
5027,2024-12-17,2024,Fall,Latin America,P105026,Outerwear,Trench Coat,Cherry Red,Denim,Luxury,407.37,14.0,2247,78,7449,9095,1291,16,4.1,10.9,58.7,23.3,2.97,0,74.7,1,Trending
5028,2024-06-02,2024,Summer,Latin America,P105027,Activewear,Running Tights,Chocolate Brown,Wool,Luxury,286.23,18.9,1304,64,0,11165,1058,16,4.4,15.6,94.0,20.2,3.21,36,46.63,0,Not Trending
5029,2025-11-02,2025,Winter,Asia Pacific,P105028,Denim,Flared Jeans,White,Cotton,Luxury,537.41,0.8,2640,74,1478,6880,0,17,4.0,8.1,58.1,30.2,2.61,16,58.08,0,Not Trending
5030,2023-12-30,2023,Summer,Latin America,P105029,Bottoms,Cargo Pants,Cream,Wool,Premium,154.98,22.5,1866,58,5233,12281,1188,8,2.9,8.9,100.0,20.4,3.42,33,79.6,1,Trending
5031,2025-05-31,2025,Winter,North America,P105030,Accessories,Oversized Sunglasses,Hot Pink,Satin,Budget,17.85,27.4,1306,21,2649,7343,1936,16,4.7,2.6,51.6,0.0,6.19,20,57.83,0,Not Trending
5032,2025-12-20,2025,Summer,Middle East,P105031,Accessories,Oversized Sunglasses,Mocha Mousse,Satin,Mid-Range,55.17,22.6,2581,37,3759,589,921,11,4.0,17.0,32.7,22.9,5.57,4,56.99,0,Not Trending
5033,2025-07-13,2025,Summer,Europe,P105032,Dresses,Maxi Dress,Butter Yellow,Cotton,Premium,94.2,8.6,1373,78,1642,5871,1570,20,3.4,12.4,100.0,10.8,3.84,2,50.55,0,Not Trending
5034,2025-01-05,2025,Fall,Europe,P105033,Outerwear,Denim Jacket,Cherry Red,Wool,Premium,133.73,32.4,2094,31,0,6126,1749,12,3.7,14.2,53.0,31.7,2.11,27,28.49,0,Not Trending
5035,2024-09-05,2024,Fall,Latin America,P105034,Outerwear,Cardigan,Beige,Polyester,Mid-Range,64.93,24.6,627,78,1452,6430,889,18,3.6,5.4,72.7,38.8,4.33,45,38.51,0,Not Trending
5036,2024-02-09,2024,Winter,Europe,P105035,Bottoms,Mini Skirt,Rust Orange,Polyester,Budget,12.9,19.8,900,56,654,8172,3028,12,4.0,9.6,75.9,28.0,2.56,29,41.07,0,Not Trending
5037,2024-09-01,2024,Winter,Middle East,P105036,Denim,Skinny Jeans,Butter Yellow,Cotton,Luxury,307.96,33.1,1685,100,4897,6024,828,28,4.2,12.0,58.2,5.5,3.43,20,59.19,0,Not Trending
5038,2023-08-08,2023,Fall,North America,P105037,Accessories,Mini Bag,Butter Yellow,Denim,Mid-Range,48.21,22.7,1321,49,1672,5727,2363,9,4.2,1.1,57.8,39.6,3.42,40,58.35,0,Not Trending
